Subject,Grade,Strand,SubStrand,ItemType,ItemText
Social Studies,Grade 6,People and population,"The location, size and shape of Kenya",KeyInquiryQuestion,How would we determine the position of countries in Eastern Africa?
Social Studies,Grade 6,People and population,Physical environment,LearningOutcome,identify the major physical features in Kenya
Social Studies,Grade 6,People and population,Physical environment,LearningOutcome,describe the formation of the major physical features in Kenya
Social Studies,Grade 6,People and population,Physical environment,LearningOutcome,discuss the importance of the major physical features in Kenya
Social Studies,Grade 6,People and population,Physical environment,LearningOutcome,appreciate the major physical features in Kenya
Social Studies,Grade 6,People and population,Physical environment,KeyInquiryQuestion,How were the major physical features in Kenya formed?
Social Studies,Grade 6,People and population,Historic environment,LearningOutcome,identify historic built environments in Kenya
Social Studies,Grade 6,People and population,Historic environment,LearningOutcome,describe the historic built environments in Kenya
Social Studies,Grade 6,People and population,Historic environment,LearningOutcome,discuss the importance of historic built environments
Social Studies,Grade 6,People and population,Historic environment,LearningOutcome,appreciate the importance of historic built environments
Social Studies,Grade 6,People and population,Historic environment,KeyInquiryQuestion,Why should we preserve historic built environments?
Social Studies,Grade 6,People and population,The people of Kenya,LearningOutcome,identify the main language groups in Kenya
Social Studies,Grade 6,People and population,The people of Kenya,LearningOutcome,describe the migration and settlement of the main language groups in Kenya
Social Studies,Grade 6,People and population,The people of Kenya,LearningOutcome,discuss the effects of the migration and settlement of the people of Kenya
Social Studies,Grade 6,People and population,The people of Kenya,LearningOutcome,appreciate the diversity of the people of Kenya
Social Studies,Grade 6,People and population,The people of Kenya,KeyInquiryQuestion,Why do people migrate from one place to another?
Social Studies,Grade 6,Citizenship,Democracy,LearningOutcome,explain the meaning of democracy
Social Studies,Grade 6,Citizenship,Democracy,LearningOutcome,identify the principles of democracy
Social Studies,Grade 6,Citizenship,Democracy,LearningOutcome,discuss the importance of democracy
Social Studies,Grade 6,Citizenship,Democracy,LearningOutcome,practise democratic principles in daily life
Social Studies,Grade 6,Citizenship,Democracy,KeyInquiryQuestion,Why is democracy important?
Social Studies,Grade 6,Citizenship,Human rights,LearningOutcome,explain the meaning of human rights
Social Studies,Grade 6,Citizenship,Human rights,LearningOutcome,identify human rights as provided for in the bill of rights
Social Studies,Grade 6,Citizenship,Human rights,LearningOutcome,discuss the importance of human rights
Social Studies,Grade 6,Citizenship,Human rights,LearningOutcome,show respect for human rights
Social Studies,Grade 6,Citizenship,Human rights,KeyInquiryQuestion,Why should we respect human rights?
Social Studies,Grade 6,Government,The Government of Kenya,LearningOutcome,explain the meaning of government
Social Studies,Grade 6,Government,The Government of Kenya,LearningOutcome,identify the arms of the national government
Social Studies,Grade 6,Government,The Government of Kenya,LearningOutcome,discuss the functions of the arms of the national government
Social Studies,Grade 6,Government,The Government of Kenya,LearningOutcome,appreciate the work of the government
Social Studies,Grade 6,Government,The Government of Kenya,KeyInquiryQuestion,Why do we need a government?
Social Studies,Grade 6,Government,County governments,LearningOutcome,identify the county governments in Kenya
Social Studies,Grade 6,Government,County governments,LearningOutcome,discuss the functions of county governments
Social Studies,Grade 6,Government,County governments,LearningOutcome,explain the importance of county governments
Social Studies,Grade 6,Government,County governments,LearningOutcome,appreciate the work of county governments
Social Studies,Grade 6,Government,County governments,KeyInquiryQuestion,Why are county governments important?
Social Studies,Grade 6,Economy,Economic activities,LearningOutcome,identify the main economic activities in Kenya
Social Studies,Grade 6,Economy,Economic activities,LearningOutcome,describe the main economic activities in Kenya
Social Studies,Grade 6,Economy,Economic activities,LearningOutcome,discuss the importance of the main economic activities in Kenya
Social Studies,Grade 6,Economy,Economic activities,LearningOutcome,appreciate the main economic activities in Kenya
Social Studies,Grade 6,Economy,Economic activities,KeyInquiryQuestion,Why are economic activities important?
Social Studies,Grade 6,Economy,Financial literacy,LearningOutcome,"identify ways of earning, spending, saving and investing money"
Social Studies,Grade 6,Economy,Financial literacy,LearningOutcome,make wise spending decisions
Social Studies,Grade 6,Economy,Financial literacy,LearningOutcome,discuss the importance of saving and investing money
Social Studies,Grade 6,Economy,Financial literacy,LearningOutcome,practise saving and investing money
Social Studies,Grade 6,Economy,Financial literacy,KeyInquiryQuestion,Why should we save and invest money?
Creative Arts and Sports,Grade 7,Foundations of Creative Arts,Careers in Creative Arts,LearningOutcome,Explore careers in Creative Arts
Creative Arts and Sports,Grade 7,Foundations of Creative Arts,Careers in Creative Arts,LearningOutcome,Appreciate the role of Creative Arts in the society
Creative Arts and Sports,Grade 7,Foundations of Creative Arts,Careers in Creative Arts,KeyInquiryQuestion,Which careers are related to Creative Arts?
Creative Arts and Sports,Grade 7,Foundations of Creative Arts,Safety in Creative Arts,LearningOutcome,Identify safety precautions when practicing Creative Arts
Creative Arts and Sports,Grade 7,Foundations of Creative Arts,Safety in Creative Arts,LearningOutcome,Apply safety precautions when practicing Creative Arts
Creative Arts and Sports,Grade 7,Foundations of Creative Arts,Safety in Creative Arts,LearningOutcome,Appreciate the importance of safety when participating in Creative Arts
Creative Arts and Sports,Grade 7,Foundations of Creative Arts,Safety in Creative Arts,KeyInquiryQuestion,Why is safety important in Creative Arts?
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Music,LearningOutcome,Create a melody in simple duple time signature
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Music,LearningOutcome,Perform a melody in simple duple time signature
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Music,LearningOutcome,Appreciate melodies created and performed by self and others
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Music,KeyInquiryQuestion,How are melodies created and performed?
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Drama and Film,LearningOutcome,Create a story based on a topical issue
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Drama and Film,LearningOutcome,Dramatise a story based on a topical issue
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Drama and Film,LearningOutcome,Appreciate the use of drama to communicate ideas and feelings
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Drama and Film,KeyInquiryQuestion,How can drama be used to communicate information on topical issues?
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Dance,LearningOutcome,Create a dance based on a topical issue
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Dance,LearningOutcome,Perform a dance based on a topical issue
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Dance,LearningOutcome,Appreciate dances created and performed on topical issues
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Dance,KeyInquiryQuestion,How can topical issues be communicated through dance?
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Visual Arts,LearningOutcome,Create a 2D artwork using montage technique
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Visual Arts,LearningOutcome,Appreciate artworks from self and others
Creative Arts and Sports,Grade 7,Creating and Performing in Creative Arts,Visual Arts,KeyInquiryQuestion,How can different pictures be used to create a 2D artwork?
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Elements and Principles of Art,LearningOutcome,Identify elements of art
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Elements and Principles of Art,LearningOutcome,Explain the principles of art
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Elements and Principles of Art,LearningOutcome,Appreciate the use of elements and principles in artworks
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Elements and Principles of Art,KeyInquiryQuestion,What are the elements and principles of art?
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Analysis of Artworks,LearningOutcome,Describe a given artwork
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Analysis of Artworks,LearningOutcome,Interpret a given artwork
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Analysis of Artworks,LearningOutcome,Appreciate the role of analysis in understanding artworks
Creative Arts and Sports,Grade 7,Appreciation in Creative Arts,Analysis of Artworks,KeyInquiryQuestion,What is the role of analysis in understanding an artwork?
Creative Arts and Sports,Grade 7,Games,Athletics (Sprints and a middle distance race),LearningOutcome,Identify the phases in sprints
Creative Arts and Sports,Grade 7,Games,Athletics (Sprints and a middle distance race),LearningOutcome,Perform the techniques in each phase of sprints
Creative Arts and Sports,Grade 7,Games,Athletics (Sprints and a middle distance race),LearningOutcome,Identify techniques in a selected middle distance race
"Creative Arts and ""Sports",Grade 7,Games,"Athletics (Sprints and a middle distance race)""",LearningOutcome,Perform the techniques in the selected middle distance race
Creative Arts and Sports,Grade 7,Games,Athletics (Sprints and a middle distance race),LearningOutcome,Have fun participating in sprints and a middle distance race
Creative Arts and Sports,Grade 7,Games,Athletics (Sprints and a middle distance race),KeyInquiryQuestion,What are the techniques in sprints and a middle distance race?
Creative Arts and Sports,Grade 7,Games,Swimming (a swimming stroke),LearningOutcome,Identify the techniques in a selected swimming stroke
Creative Arts and Sports,Grade 7,Games,Swimming (a swimming stroke),LearningOutcome,Perform the techniques in the selected swimming stroke
Creative Arts and Sports,Grade 7,Games,Swimming (a swimming stroke),LearningOutcome,Have fun participating in swimming
Creative Arts and Sports,Grade 7,Games,Swimming (a swimming stroke),KeyInquiryQuestion,How is a selected swimming stroke performed?
Creative Arts and Sports,Grade 7,Games,"Handball (a skill), Netball (a skill) ",LearningOutcome,Identify a skill in handball
Creative Arts and Sports,Grade 7,Games,"Handball (a skill), Netball (a skill)",LearningOutcome,Perform a skill in handball
Creative Arts and Sports,Grade 7,Games,"Handball (a skill), Netball (a skill)",LearningOutcome,Identify a skill in netball
Creative Arts and Sports,Grade 7,Games,"Handball (a skill), Netball (a skill)",LearningOutcome,Perform a skill in netball
Creative Arts and Sports,Grade 7,Games,"Handball (a skill), Netball (a skill)",LearningOutcome,Have fun participating in handball and netball
Creative Arts and Sports,Grade 7,Games,"Handball (a skill), Netball (a skill)",KeyInquiryQuestion,What are the skills in handball and netball?
Creative Arts and Sports,Grade 7,Games,"Rounders (a skill), Volleyball (a skill)",LearningOutcome,Identify a skill in rounders
Creative Arts and Sports,Grade 7,Games,"Rounders (a skill), Volleyball (a skill)",LearningOutcome,Perform a skill in rounders
Creative Arts and Sports,Grade 7,Games,"Rounders (a skill), Volleyball (a skill)",LearningOutcome,Identify a skill in volleyball
Creative Arts and Sports,Grade 7,Games,"Rounders (a skill), Volleyball (a skill)",LearningOutcome,Perform a skill in volleyball
Creative Arts and Sports,Grade 7,Games,"Rounders (a skill), Volleyball (a skill)",LearningOutcome,Have fun participating in rounders and volleyball
Creative Arts and Sports,Grade 7,Games,"Rounders (a skill), Volleyball (a skill)",KeyInquiryQuestion,What are the skills in rounders and volleyball?
Creative Arts and Sports,Grade 7,Games,"Soccer (a skill), Hockey (a skill)",LearningOutcome,Identify a skill in soccer
Creative Arts and Sports,Grade 7,Games,"Soccer (a skill), Hockey (a skill)",LearningOutcome,Perform a skill in soccer
Creative Arts and Sports,Grade 7,Games,"Soccer (a skill), Hockey (a skill)",LearningOutcome,Identify a skill in hockey
Creative Arts and Sports,Grade 7,Games,"Soccer (a skill), Hockey (a skill)",LearningOutcome,Perform a skill in hockey
Creative Arts and Sports,Grade 7,Games,"Soccer (a skill), Hockey (a skill)",LearningOutcome,Have fun participating in soccer and hockey
Creative Arts and Sports,Grade 7,Games,"Soccer (a skill), Hockey (a skill)",KeyInquiryQuestion,What are the skills in soccer and hockey?
Creative Arts and Sports,Grade 7,Games,"Basketball (a skill), Tag rugby (a skill)",LearningOutcome,Identify a skill in basketball
Creative Arts and Sports,Grade 7,Games,"Basketball (a skill), Tag rugby (a skill)",LearningOutcome,Perform a skill in basketball
